@relation 'high_csv-weka.filters.unsupervised.attribute.Remove-R1-3,19-22-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R5-6-weka.filters.unsupervised.attribute.Remove-R2-3'

@attribute price numeric
@attribute sqft_living numeric
@attribute waterfront numeric
@attribute view numeric
@attribute condition numeric
@attribute grade numeric
@attribute sqft_above numeric
@attribute sqft_basement numeric
@attribute zipcode numeric

@data
715000,3020,0,4,3,9,3020,0,98065
715000,3490,0,0,3,9,3490,0,98011
715000,2630,0,0,3,9,2630,0,98126
715500,2410,0,1,4,8,1540,870,98117
716000,2270,0,0,4,10,2270,0,98029
716000,1140,0,0,3,7,1140,0,98109
716000,1420,0,0,4,7,1420,0,98119
716000,2480,0,0,4,8,1900,580,98052
716000,1660,0,0,3,9,1660,0,98103
716100,1640,0,0,5,7,1640,0,98103
716125,2110,0,0,4,9,2110,0,98033
716500,1930,0,0,3,9,1230,700,98105
716500,3290,0,0,3,9,3290,0,98075
716500,3630,0,0,3,11,3630,0,98058
716500,2340,0,0,3,10,2120,220,98027
716528,1750,0,0,4,7,1050,700,98115
717000,2480,0,0,3,9,2480,0,98052
717000,2780,0,0,4,10,2780,0,98029
717000,1150,0,0,3,8,1150,0,98117
717000,1310,0,0,3,7,1090,220,98117
717000,2540,0,0,3,8,2540,0,98052
717500,2090,0,2,3,8,1890,200,98199
717500,2530,0,0,3,8,2530,0,98052
717550,2840,0,0,3,10,2840,0,98052
718000,3070,0,0,4,9,1740,1330,98006
718000,2930,0,0,5,8,1660,1270,98144
718000,2070,0,0,3,8,2070,0,98033
718000,4060,0,0,3,8,2810,1250,98045
718000,2280,0,0,3,8,2280,0,98125
718000,1030,0,0,5,7,1030,0,98105
718000,3250,0,0,3,8,3250,0,98125
718000,2930,0,0,3,9,2930,0,98056
718500,1200,0,0,3,8,1030,170,98112
718500,2910,0,0,4,7,1920,990,98118
718500,2840,0,0,3,9,2840,0,98033
719000,2570,0,0,3,8,2570,0,98052
719000,2120,0,0,4,9,2120,0,98006
719000,3110,0,0,5,7,1560,1550,98118
719000,1833,0,0,3,9,1833,0,98115
719000,1690,0,1,4,8,1690,0,98116
719000,1800,0,0,5,7,900,900,98199
719000,2210,0,0,5,7,1470,740,98115
719000,2540,0,1,3,9,2010,530,98006
719521,1920,0,0,4,7,1470,450,98006
719950,2190,0,0,3,8,2190,0,98117
719950,3240,0,0,3,10,3240,0,98056
720000,3450,0,0,3,10,3450,0,98010
720000,3200,0,0,3,10,3200,0,98075
720000,2040,0,0,5,7,1360,680,98105
720000,2020,0,3,3,8,2020,0,98103
720000,3370,0,2,5,8,2110,1260,98056
720000,1590,0,2,3,8,1310,280,98136
720000,2020,0,3,4,7,1700,320,98146
720000,2620,0,0,4,9,2620,0,98005
720000,1840,0,2,3,8,1340,500,98136
720000,2530,0,2,5,8,2070,460,98103
720000,2880,0,0,4,10,2880,0,98074
720000,2820,0,0,3,11,2820,0,98074
720000,1760,0,0,5,7,1760,0,98103
720000,3340,0,2,3,10,3340,0,98065
720000,1580,0,2,3,8,1580,0,98103
720000,2440,0,0,3,9,2440,0,98053
720000,3410,0,0,4,8,3410,0,98014
720000,1590,0,0,3,7,1320,270,98103
720000,2900,0,0,3,9,2900,0,98006
720000,2530,0,1,4,8,1530,1000,98117
720000,2520,0,0,3,10,2520,0,98074
720000,3550,0,0,4,10,2180,1370,98011
720000,2440,0,0,3,10,1640,800,98072
720000,2120,0,0,4,8,2120,0,98006
720000,1370,0,0,3,6,1370,0,98004
720000,3170,0,0,3,9,3170,0,98033
720000,2180,0,3,4,8,1090,1090,98116
720000,2100,0,0,4,7,1500,600,98122
720000,2870,0,0,4,9,2870,0,98029
720000,2860,0,0,3,9,2860,0,98052
720000,2410,0,0,5,8,2410,0,98008
720000,2650,0,0,3,8,2110,540,98033
720000,3420,0,0,3,9,3420,0,98034
720000,3276,0,0,3,9,3276,0,98166
720000,4140,0,0,3,8,4140,0,98075
720000,1570,0,0,3,9,1570,0,98004
720000,3150,0,0,3,9,3150,0,98024
720000,1370,0,0,3,9,1370,0,98102
720001,1430,0,0,4,7,1430,0,98103
720168,2120,0,0,4,7,1420,700,98117
720500,3350,0,0,4,9,3350,0,98053
721000,2040,0,0,4,8,2040,0,98052
721000,2680,0,1,3,8,1540,1140,98116
721000,2690,0,0,3,7,2210,480,98117
721000,1790,0,0,3,7,920,870,98112
721000,2280,0,0,4,7,1220,1060,98115
721500,2970,0,3,3,9,2040,930,98024
722000,3190,0,0,3,9,3190,0,98075
722000,2230,0,0,3,8,2230,0,98133
722080,3680,0,0,3,9,2340,1340,98074
722500,4870,0,0,3,10,3470,1400,98074
722500,2460,0,0,3,9,2460,0,98007
722500,3700,0,1,5,8,1850,1850,98177
722500,2600,0,0,3,8,1820,780,98117
722800,4330,0,0,3,10,3630,700,98074
723000,2790,0,0,4,8,1640,1150,98006
723000,2700,0,0,3,9,2700,0,98029
723000,1960,0,0,4,8,1290,670,98004
723000,2430,0,0,3,8,1630,800,98116
723000,3510,0,0,3,10,3510,0,98065
724000,1560,0,1,4,7,1560,0,98117
724500,3240,0,0,3,8,2770,470,98075
724800,2050,0,0,3,8,1180,870,98112
724950,3010,0,0,3,9,3010,0,98045
724950,2860,0,2,5,7,1720,1140,98107
724950,2270,0,0,4,8,2270,0,98116
724950,1960,0,0,5,8,980,980,98117
725000,1920,0,0,4,8,960,960,98112
725000,2110,0,0,3,9,1710,400,98116
725000,2990,0,3,3,9,2990,0,98059
725000,1940,0,0,5,7,1940,0,98109
725000,1950,0,0,5,7,1010,940,98103
725000,3940,0,3,3,9,3440,500,98059
725000,2090,0,2,3,9,2090,0,98006
725000,2610,0,0,3,9,2610,0,98052
725000,2650,0,0,3,8,2650,0,98005
725000,3110,0,0,5,7,1810,1300,98103
725000,1610,0,0,5,7,1610,0,98033
725000,1630,0,0,3,7,960,670,98004
725000,2190,0,0,4,7,1450,740,98033
725000,2830,0,0,3,9,2830,0,98052
725000,3410,0,0,3,11,3410,0,98042
725000,3570,0,0,3,9,3570,0,98027
725000,2110,0,0,4,7,1990,120,98103
725000,2490,0,0,4,9,2490,0,98052
725000,2480,0,0,3,8,2480,0,98007
725000,2740,0,0,4,10,2740,0,98075
725000,2000,0,0,5,8,1120,880,98117
725000,1000,0,0,3,7,1000,0,98033
725000,3440,0,0,3,9,3440,0,98077
725000,2440,0,2,4,7,1640,800,98116
725000,2420,0,0,3,8,1530,890,98007
725000,3180,0,0,3,10,3180,0,98074
725000,3420,0,0,3,9,3420,0,98077
725000,3580,0,0,3,9,3580,0,98038
725000,2420,0,0,3,9,2420,0,98077
725000,3040,0,0,4,10,3040,0,98027
725000,2750,0,3,4,8,1380,1370,98146
725000,1600,0,0,4,7,1600,0,98115
725000,2810,0,0,3,8,2810,0,98074
725000,2620,0,0,3,10,2620,0,98052
725000,3270,0,0,3,9,3270,0,98056
725000,3360,0,0,3,8,2640,720,98118
725000,1550,0,0,4,7,1550,0,98040
725000,1790,0,0,4,7,1790,0,98115
725000,2130,0,0,4,7,1730,400,98103
725000,940,0,0,4,7,940,0,98004
725000,3300,0,0,3,9,3300,0,98059
725000,3780,0,1,4,9,1890,1890,98155
725000,1860,0,2,4,8,1860,0,98144
725000,2350,0,0,3,8,1720,630,98027
725000,2980,0,0,3,10,2980,0,98075
725000,2700,0,0,4,8,2700,0,98033
725000,3210,0,0,4,8,1830,1380,98007
725000,1530,0,0,3,8,1530,0,98136
725000,2630,0,0,3,8,2630,0,98052
725000,2380,0,0,3,8,2380,0,98105
725000,1880,0,0,3,7,1380,500,98004
725000,2880,0,0,4,8,2480,400,98115
725000,2410,0,0,3,9,1930,480,98116
725000,2500,0,2,3,7,1450,1050,98107
725000,2700,0,0,4,8,1450,1250,98199
725000,1690,0,0,4,7,1690,0,98004
725000,1980,0,1,4,8,1380,600,98116
725000,1820,0,0,5,7,910,910,98115
725000,3750,0,0,3,10,3750,0,98092
725000,2610,0,0,3,10,2160,450,98027
725000,3690,0,0,3,10,3690,0,98065
725000,2870,0,0,3,9,2870,0,98029
725126,3200,0,0,3,10,3200,0,98059
725500,2790,0,0,3,9,2790,0,98053
725786,3070,0,0,3,10,3070,0,98075
725995,3190,0,2,3,9,3190,0,98065
726000,2970,0,0,3,9,2970,0,98075
726000,1890,0,0,4,8,1460,430,98107
726000,2040,0,0,4,8,1420,620,98005
726500,2180,0,0,3,8,2180,0,98117
726888,2970,0,0,3,9,2970,0,98075
727000,2180,0,0,5,8,1520,660,98112
727000,3150,0,0,3,9,3150,0,98075
727000,1580,0,0,3,9,1580,0,98119
727160,2310,0,0,3,8,2310,0,98117
727500,1240,0,0,4,7,1240,0,98004
727500,2660,0,3,3,8,1940,720,98116
728000,1940,0,0,3,8,1310,630,98112
728000,3490,0,0,3,9,3490,0,98038
728000,2650,0,0,3,9,2650,0,98052
728000,3290,0,0,3,9,3290,0,98075
728050,2320,0,0,3,8,2320,0,98053
728725,3010,0,2,3,8,3010,0,98029
728935,2980,0,0,3,9,2980,0,98006
729000,2660,0,0,3,9,2660,0,98029
729000,2250,0,0,3,9,2250,0,98038
729000,3300,0,2,4,9,2520,780,98070
729000,2480,0,0,3,9,2480,0,98006
729000,2440,0,0,3,8,2440,0,98052
729000,2450,0,0,3,8,2450,0,98052
729000,1770,0,4,3,9,1770,0,98177
729000,1580,0,0,3,8,1580,0,98102
729000,3065,0,0,3,9,3065,0,98056
729032,2840,0,0,4,9,1780,1060,98005
729500,1660,0,1,3,9,1530,130,98116
729950,3510,0,0,3,10,3510,0,98065
729953,3230,0,0,4,8,2000,1230,98133
729999,3600,0,0,3,9,2510,1090,98118
729999,1630,0,0,3,10,1330,300,98122
730000,3230,0,0,3,10,3230,0,98075
730000,2130,0,4,4,7,1530,600,98116
730000,2660,0,0,3,7,2660,0,98125
730000,2190,0,0,4,8,1840,350,98033
730000,2690,0,0,4,7,1420,1270,98004
730000,2040,0,0,3,9,2040,0,98072
730000,3470,0,0,3,9,3470,0,98065
730000,3660,0,0,3,10,3660,0,98053
730000,2160,0,0,3,9,1540,620,98103
730000,3460,0,0,3,9,2560,900,98077
730000,2500,0,0,4,8,1550,950,98006
730000,3550,0,0,4,9,3550,0,98077
730000,3280,0,0,4,7,1910,1370,98007
730000,2360,0,0,5,7,1260,1100,98199
730000,2920,0,0,3,9,2920,0,98006
730000,3440,0,0,3,10,3440,0,98056
730000,2030,0,0,4,8,1730,300,98115
730000,2040,0,0,4,7,1340,700,98004
730000,3760,0,3,3,9,2820,940,98072
730000,1650,0,0,4,8,1650,0,98107
730000,3370,0,0,3,10,2250,1120,98034
730000,3110,0,0,5,7,2010,1100,98105
730000,4420,0,0,3,10,3350,1070,98065
730000,1860,0,0,3,7,1010,850,98105
730000,1870,0,0,4,7,1670,200,98199
730000,2440,0,0,3,7,1970,470,98005
730000,2750,0,0,3,10,2750,0,98075
730000,2740,0,0,4,8,2740,0,98074
730000,2340,0,0,3,8,2100,240,98122
730000,1860,0,0,3,9,1240,620,98122
730000,1728,0,3,3,9,1728,0,98070
730000,3800,0,0,3,9,3800,0,98011
730000,2870,0,0,3,9,2870,0,98052
730000,2460,0,0,3,8,2460,0,98033
730001,1840,0,0,5,7,1010,830,98117
730100,3120,0,0,3,9,3120,0,98027
731000,3070,0,0,3,9,3070,0,98075
731000,3670,0,0,3,8,3670,0,98052
731100,2060,0,0,3,8,1160,900,98136
731500,2650,0,0,3,8,2650,0,98053
731688,2630,0,0,3,9,2630,0,98052
731781,2630,0,0,3,9,2630,0,98052
732000,2360,0,0,4,9,2360,0,98006
732000,2330,0,4,3,9,1410,920,98107
732000,2670,0,4,4,8,2020,650,98126
732000,1940,0,0,5,9,1940,0,98007
732000,1960,0,0,3,8,1960,0,98117
732350,2270,0,0,3,9,2270,0,98052
732500,2470,0,0,3,9,2470,0,98052
732600,2130,0,0,4,7,1230,900,98005
733000,2160,0,0,4,9,2160,0,98052
733000,1740,0,0,5,8,950,790,98115
733000,3080,0,0,3,9,3080,0,98075
733000,2210,0,0,3,7,1370,840,98199
733000,1930,0,0,5,7,1450,480,98105
733000,2730,0,0,3,8,1780,950,98107
733000,2880,0,0,3,8,2880,0,98052
733500,2120,0,0,3,8,2120,0,98122
734000,2145,0,0,5,8,2145,0,98103
734000,3090,0,2,3,8,2340,750,98042
734000,2530,0,0,4,7,1690,840,98117
734000,3490,0,0,4,9,3490,0,98077
734000,2180,0,0,3,8,2180,0,98133
734000,4110,0,2,3,10,2970,1140,98023
734200,2760,0,0,5,7,1680,1080,98107
734500,3280,0,0,3,10,3280,0,98052
734950,4280,0,0,3,10,3050,1230,98092
734990,2650,0,0,3,8,2650,0,98053
735000,2820,0,0,3,9,2050,770,98118
735000,3100,0,0,3,9,3100,0,98075
735000,2100,0,0,3,8,1340,760,98004
735000,2270,0,0,5,8,1340,930,98199
735000,3360,0,0,5,7,2040,1320,98052
735000,3390,0,0,3,9,3390,0,98075
735000,2960,0,0,3,10,2960,0,98011
735000,1880,0,0,3,7,1880,0,98075
735000,2820,0,0,3,9,2820,0,98029
735000,2410,0,0,5,7,1460,950,98117
735000,1610,0,2,5,8,1610,0,98144
735000,2540,0,0,3,10,2540,0,98007
735000,2390,0,0,3,9,2390,0,98052
735000,2250,0,0,4,7,1250,1000,98005
735000,3020,0,0,5,8,1510,1510,98029
735000,2450,0,2,3,8,2450,0,98027
735000,2460,0,0,5,7,1450,1010,98115
735000,2250,0,1,3,8,2250,0,98028
735000,3040,1,4,3,8,3040,0,98118
735000,1640,0,0,4,9,1640,0,98119
735000,2380,0,1,4,7,1820,560,98105
735000,3270,0,0,3,9,3270,0,98053
735000,2840,0,0,4,8,2060,780,98118
735000,2350,0,0,5,7,1020,1330,98115
735000,2470,0,0,3,8,2470,0,98117
735000,3100,0,0,3,9,3100,0,98074
735000,2370,0,0,5,7,1650,720,98115
735000,1490,0,0,3,9,1040,450,98112
735000,3200,0,2,3,9,2500,700,98198
735000,2340,0,2,3,8,1730,610,98027
736000,1980,0,2,3,8,1980,0,98109
736000,2290,0,0,4,9,2290,0,98006
736000,2470,0,2,3,8,1540,930,98052
736000,1500,0,0,3,8,1100,400,98109
736500,3180,0,3,3,9,3180,0,98059
736500,2230,0,0,4,7,1290,940,98199
737000,2290,0,0,3,8,2290,0,98053
737000,2300,0,2,3,9,2300,0,98052
737500,3200,0,0,3,9,3200,0,98053
737500,2320,0,0,3,7,2320,0,98115
738000,2790,0,2,3,10,1970,820,98166
738000,1520,0,0,5,7,1520,0,98116
738000,2830,0,0,3,9,2170,660,98115
738000,1280,0,0,4,7,1280,0,98103
738000,2630,0,0,3,9,2630,0,98052
738000,2620,0,0,3,9,2620,0,98052
738500,2300,0,0,3,8,2300,0,98053
738515,3360,0,0,3,9,3360,0,98011
738950,2260,0,0,4,8,2260,0,98005
739000,2220,0,0,4,8,1700,520,98052
739000,4660,0,2,4,9,2600,2060,98056
739000,2750,0,0,4,9,2560,190,98033
739000,4000,0,0,3,7,4000,0,98122
739000,2840,0,0,4,7,1620,1220,98144
739000,2050,0,0,4,8,1300,750,98112
739000,2780,0,0,3,9,2780,0,98006
739000,2800,0,0,3,9,2800,0,98014
739000,2720,0,0,5,8,1800,920,98115
739000,2950,0,0,3,9,2950,0,98029
739000,2310,0,3,3,8,2310,0,98053
739000,2810,0,0,3,9,2810,0,98052
739375,2640,0,0,4,7,2140,500,98112
739500,4460,0,0,3,9,4460,0,98042
739888,2420,0,4,4,8,1690,730,98075
739900,2980,0,0,3,9,2980,0,98052
739900,3290,0,0,3,8,3290,0,98075
739999,3350,0,0,3,10,3350,0,98075
740000,2050,0,0,4,9,2050,0,98102
740000,2100,0,0,4,9,2100,0,98077
740000,3000,0,0,3,9,3000,0,98053
740000,2170,0,0,3,8,2170,0,98053
740000,5774,0,2,3,11,4490,1284,98003
740000,3655,0,0,5,8,2174,1481,98008
740000,3000,0,0,3,9,3000,0,98027
740000,2080,0,0,5,7,1080,1000,98117
740000,3140,0,0,4,8,1570,1570,98005
740000,3760,0,0,3,9,2950,810,98053
740000,1230,0,0,3,7,1230,0,98115
740000,2020,0,0,4,9,2020,0,98040
740000,3030,0,0,3,10,3030,0,98075
740000,2200,0,0,3,9,1530,670,98109
740000,1630,0,0,4,8,1630,0,98115
740000,2560,0,0,3,8,1480,1080,98115
740000,1380,0,0,2,7,930,450,98115
740000,3440,0,3,4,10,2190,1250,98006
740000,2490,0,2,3,9,1490,1000,98125
740000,2010,0,0,3,7,2010,0,98119
740000,2890,0,0,4,9,2190,700,98109
740000,2800,0,0,4,8,1730,1070,98052
740000,3360,0,0,3,9,3360,0,98052
740000,3350,0,0,3,10,3350,0,98010
740000,2860,0,0,3,8,1640,1220,98005
740000,2500,0,0,3,10,2500,0,98006
740000,3990,0,0,3,8,3090,900,98125
740000,3430,0,0,3,10,3430,0,98034
740000,2960,0,2,4,9,2960,0,98008
740000,2230,0,2,3,8,1810,420,98199
740000,2720,0,0,3,9,1830,890,98052
740000,3060,0,0,3,9,3060,0,98029
740000,3990,0,0,3,8,2910,1080,98118
740000,2710,0,2,3,10,2000,710,98034
740000,2920,0,0,4,9,2920,0,98024
740000,1830,0,0,4,7,1350,480,98119
740000,2420,0,0,5,9,1820,600,98122
740000,2300,0,2,3,8,1600,700,98136
740000,3050,0,0,3,8,3050,0,98056
740000,3050,0,0,3,9,3050,0,98028
740000,2350,0,0,3,8,2350,0,98029
740500,4380,0,0,3,8,2780,1600,98117
741000,2070,0,0,3,7,1390,680,98040
741500,2150,0,0,3,8,2150,0,98053
742000,2810,0,0,3,10,2810,0,98075
742000,1540,0,0,3,9,1540,0,98122
742500,2620,0,0,3,9,2620,0,98029
742500,3100,0,0,3,8,2000,1100,98122
742500,2020,0,0,3,8,1350,670,98117
743000,2110,0,0,4,8,2110,0,98040
743000,3410,0,0,3,9,3410,0,98053
743700,2610,0,0,3,10,2610,0,98053
744000,2670,0,0,3,8,2670,0,98052
744000,3140,0,0,3,8,2200,940,98006
744000,1980,0,0,3,8,1980,0,98136
744000,2020,0,0,4,8,2020,0,98033
744000,2830,0,0,3,10,2830,0,98075
744500,2700,0,0,4,8,1750,950,98005
745000,2290,0,0,4,7,1490,800,98103
745000,2170,0,0,3,8,2170,0,98053
745000,2400,0,3,3,8,2400,0,98126
745000,2650,0,0,3,11,2650,0,98075
745000,1390,0,0,4,7,1390,0,98004
745000,2760,0,0,4,9,2760,0,98075
745000,1990,0,0,4,8,1990,0,98006
745000,1490,0,0,4,7,1140,350,98004
745000,3490,0,0,3,10,3490,0,98075
745000,2970,0,0,3,9,1770,1200,98074
745000,2290,0,0,3,8,2290,0,98005
745000,1960,0,0,3,8,960,1000,98116
745000,3010,0,0,4,8,1890,1120,98052
745000,2810,0,0,3,9,2810,0,98045
745000,3130,0,0,3,10,3130,0,98075
745000,2050,0,0,5,9,2050,0,98005
745000,2410,0,0,5,8,2070,340,98116
745000,4720,0,0,5,9,3960,760,98027
745000,3170,0,0,3,9,3170,0,98056
745000,3400,0,0,3,10,3190,210,98059
745641,2440,0,0,3,8,2440,0,98052
746000,2110,0,0,5,8,2110,0,98008
746000,2370,0,0,4,8,1650,720,98052
746000,2620,0,0,3,9,2620,0,98006
746000,1910,0,0,4,7,1100,810,98004
746300,2060,0,2,3,9,1140,920,98136
746500,3460,0,0,3,10,3460,0,98074
747000,2560,0,0,3,7,1280,1280,98112
747000,1710,0,0,4,7,1710,0,98115
747000,990,0,0,4,7,990,0,98103
747450,2110,0,0,3,8,1410,700,98122
747500,2350,0,0,4,9,2350,0,98028
747500,2810,0,0,4,9,2810,0,98059
748000,2770,0,0,3,8,1970,800,98052
748000,2600,0,0,3,8,1300,1300,98033
748000,3220,0,0,3,10,3220,0,98034
748000,3170,0,0,4,7,2570,600,98103
749000,1710,0,0,3,9,1440,270,98006
749000,2930,0,0,3,9,2930,0,98075
749000,2040,0,2,3,7,1020,1020,98033
749000,3380,0,0,3,8,3380,0,98008
749000,2670,0,0,3,9,2670,0,98007
749000,2130,0,0,4,8,2130,0,98144
749000,1580,0,0,3,7,1580,0,98117
749000,2820,0,0,3,9,2820,0,98052
749000,2700,0,0,4,8,2100,600,98116
749400,3240,0,0,3,10,3240,0,98052
749500,2490,0,0,4,7,1610,880,98103
749500,2440,0,0,3,9,2440,0,98052
749700,2280,0,0,3,8,1460,820,98059
749950,2910,0,0,3,9,2210,700,98177
749950,1800,0,0,4,8,1000,800,98119
749950,3110,0,0,4,9,3110,0,98072
749950,3340,0,0,3,10,3340,0,98053
749950,2600,0,0,5,8,1960,640,98116
749950,2620,0,0,3,9,2620,0,98074
749950,2370,0,2,3,9,2080,290,98034
749950,2770,0,2,3,9,2770,0,98008
749950,3430,0,0,3,8,3430,0,98077
749950,2010,0,0,3,8,1340,670,98122
749950,2630,0,0,3,10,2200,430,98027
749995,3430,0,0,3,9,3430,0,98011
749999,3060,0,0,3,10,3060,0,98006
750000,2400,0,0,3,9,2400,0,98033
750000,2750,0,0,4,8,2750,0,98052
750000,2630,0,0,3,8,2630,0,98053
750000,2360,0,0,3,8,2360,0,98006
750000,3010,0,2,3,10,3010,0,98045
750000,3430,0,0,3,11,3430,0,98075
750000,3190,0,0,3,9,3190,0,98075
750000,2370,0,0,3,7,2370,0,98019
750000,2420,0,2,4,8,1620,800,98146
750000,1640,0,0,4,7,1440,200,98103
750000,1840,0,0,5,7,1340,500,98107
750000,2520,0,0,4,7,1360,1160,98119
750000,3290,0,0,3,9,3290,0,98075
750000,1950,0,1,3,7,1650,300,98115
750000,2680,0,0,3,8,2680,0,98052
750000,1620,0,0,3,7,1620,0,98115
750000,3410,0,0,4,8,2130,1280,98102
750000,2980,0,0,3,9,2890,90,98006
750000,2020,0,0,4,7,1010,1010,98040
750000,2100,0,0,5,7,1100,1000,98119
750000,2100,0,0,3,8,2100,0,98116
750000,2930,0,0,3,8,2930,0,98034
750000,3500,0,0,3,8,3500,0,98053
750000,1840,0,0,3,7,1040,800,98112
750000,2540,0,0,3,8,2540,0,98008
750000,2240,0,0,5,8,1550,690,98115
750000,1590,0,0,4,8,1590,0,98004
750000,3150,0,3,3,8,1810,1340,98126
750000,2510,0,2,4,9,1540,970,98052
750000,1300,0,2,3,7,1300,0,98122
750000,2160,0,0,3,9,2160,0,98107
750000,2560,0,0,3,9,2560,0,98027
750000,3120,0,4,3,11,3120,0,98074
750000,1700,0,0,3,8,1460,240,98199
750000,2790,0,0,3,9,2790,0,98053
750000,3190,0,0,3,10,2300,890,98074
750000,3240,0,1,3,8,2020,1220,98008
750000,2640,0,0,5,7,1840,800,98117
750000,3020,0,0,3,9,3020,0,98075
750000,3020,0,0,3,9,2540,480,98052
750000,2820,0,1,3,8,1950,870,98008
750000,1110,0,0,5,7,1110,0,98119
750000,1760,0,0,3,7,1540,220,98119
750000,2280,0,3,4,8,1360,920,98117
750000,3330,0,0,3,10,1740,1590,98074
750000,2310,0,0,5,8,1310,1000,98006
750000,2060,0,2,3,7,1580,480,98103
750000,2640,1,4,4,8,1400,1240,98178
750000,3270,0,0,4,10,3270,0,98056
750000,2250,0,0,4,8,1510,740,98115
750000,2030,0,0,4,8,1530,500,98116
750000,3080,0,0,3,8,3080,0,98052
750000,3170,0,0,3,10,3170,0,98075
750000,3050,0,3,3,9,2050,1000,98126
750000,2350,0,0,4,9,2350,0,98022
750000,2750,0,1,3,7,2150,600,98033
750000,3210,0,0,3,10,3210,0,98075
750000,1750,0,0,3,8,1750,0,98122
750000,2390,0,2,4,8,1440,950,98116
750000,2050,0,0,4,8,1370,680,98112
750000,2860,0,0,4,8,2380,480,98144
750000,2980,0,2,3,8,2980,0,98029
750000,2850,0,0,3,9,2850,0,98155
750000,1890,0,0,5,8,1610,280,98105
750000,2180,0,0,3,8,2180,0,98034
750000,2600,0,0,3,8,1560,1040,98115
750000,2460,0,0,5,8,1940,520,98177
750000,1820,0,0,4,8,1720,100,98116
750000,2610,0,0,3,8,1680,930,98117
750000,2670,0,0,4,8,2020,650,98199
750000,2770,0,0,3,8,1570,1200,98006
750000,2520,1,4,3,8,1420,1100,98146
750000,2160,0,0,3,8,1080,1080,98040
750000,4610,0,0,4,9,4610,0,98074
750000,3280,0,1,3,9,2440,840,98126
750000,2960,1,3,4,9,2960,0,98070
750000,2230,0,0,3,8,1150,1080,98008
750000,3210,0,2,4,7,1810,1400,98177
750000,3140,0,0,3,9,3140,0,98074
750000,1120,0,0,3,7,1120,0,98004
750000,2990,0,0,3,8,2450,540,98024
750000,2640,0,0,3,7,2040,600,98117
750000,2850,0,0,3,9,2850,0,98033
750000,3390,0,0,3,10,3040,350,98056
750000,2620,0,0,3,8,2620,0,98053
750000,2810,0,0,3,9,2810,0,98052
750000,4500,0,0,3,10,4500,0,98059
750500,2170,0,0,4,8,1450,720,98115
750500,2860,0,0,4,8,1530,1330,98033
751000,3090,0,0,3,9,2370,720,98052
751000,2880,0,0,3,7,2880,0,98144
751000,2860,0,0,3,9,2860,0,98052
751000,3110,0,0,3,9,3110,0,98052
751000,2790,0,0,3,9,2790,0,98027
751000,3380,0,0,3,10,3380,0,98059
751000,2840,0,0,3,9,2840,0,98075
751000,3090,0,0,3,10,3090,0,98075
751305,2660,0,0,3,10,2660,0,98006
751750,1880,0,0,3,8,1880,0,98112
752000,3810,0,0,4,8,3810,0,98103
752000,1650,0,0,3,7,1650,0,98102
752000,2570,0,2,3,8,1710,860,98118
752000,2940,0,0,4,9,2940,0,98059
752500,2360,0,0,4,8,2360,0,98033
752500,2720,0,0,4,8,1710,1010,98107
752500,2280,0,0,3,8,2280,0,98053
752875,2800,0,0,3,9,2800,0,98072
752888,2420,0,0,4,9,2420,0,98007
753000,2360,0,0,4,7,1180,1180,98115
753000,3060,0,0,3,9,3060,0,98029
753000,2290,0,0,4,8,2290,0,98006
753000,2160,0,0,4,8,1660,500,98005
753000,3070,0,0,3,9,3070,0,98053
753888,2660,0,2,3,9,2660,0,98029
754000,2350,0,0,4,8,1510,840,98008
754000,3020,0,0,3,10,2230,790,98040
754300,1800,0,0,4,7,1680,120,98107
754800,2770,0,0,3,8,2770,0,98053
754842,2930,0,0,3,8,2930,0,98052
754950,2610,0,0,3,9,2610,0,98033
754999,3010,0,0,3,10,3010,0,98075
755000,3020,0,0,3,9,3020,0,98052
755000,2120,0,0,4,7,1620,500,98005
755000,1360,0,0,3,8,1360,0,98102
755000,3110,0,0,3,9,3110,0,98052
755000,2150,0,0,3,7,1270,880,98119
755000,2000,0,0,3,8,2000,0,98109
755000,3680,0,0,3,9,3680,0,98014
755000,3450,0,0,3,11,2690,760,98166
755000,2660,0,0,3,9,2660,0,98052
755000,2880,0,0,3,9,2100,780,98144
755000,3260,0,1,4,8,2310,950,98155
755000,2420,0,3,3,9,1620,800,98118
755000,2870,0,2,3,8,2870,0,98008
755000,2170,0,2,3,8,2170,0,98053
756000,2730,0,0,3,9,2730,0,98006
756000,3560,0,2,4,8,1650,1910,98199
756000,2160,0,0,5,7,1080,1080,98119
756000,2160,0,0,3,9,2160,0,98052
756100,2000,0,0,4,8,2000,0,98126
756450,3210,0,0,5,7,2040,1170,98136
757000,3190,0,0,3,9,3190,0,98029
757000,2610,0,0,3,7,1630,980,98033
757500,3160,0,0,3,8,3160,0,98027
757500,3420,0,0,3,9,3420,0,98052
758000,2410,0,0,4,7,1780,630,98033
758800,1750,0,0,3,8,960,790,98105
759000,1960,0,2,5,8,1960,0,98122
759000,3490,0,0,3,10,3490,0,98075
759000,2260,0,3,3,7,1130,1130,98144
759000,2950,0,0,3,9,2950,0,98075
759000,2100,0,0,3,7,1340,760,98103
759000,1980,0,0,4,8,1520,460,98199
759000,1640,0,0,3,8,1640,0,98112
759600,1540,0,0,4,7,1540,0,98031
